segment,timestamp,t_in_c,t_iw_c,t_ow_c,r_in_iw,r_iw_ow,r_ow_oa,r_in_oa,c_in,c_w,alpha_ghi_outer_wall,alpha_ghi_inner_wall
train,2018-08-01 07:10:00,20.99897991132624,21.512436874007236,18.49999646582735,0.9999901058570708,0.7995041236352791,0.2947115976527729,2.1065603896751637,15.0,5.540221569200613,0.49999524290845065,0.4999331949377488
train,2018-08-01 07:15:00,20.99689050853086,21.449808895241702,18.449368004072358,0.9999819029355747,0.7995345703993615,0.29472192016934134,2.1068562522205228,15.0,5.749470970408206,0.4999959404145342,0.4999386317094857
train,2018-08-01 07:20:00,20.994885357701907,21.41570442423666,18.436720041609345,0.9999956205193595,0.7995810824387082,0.29473729904716556,2.1071996681123406,15.0,6.06343705140779,0.4999971139404596,0.4999469034738103
train,2018-08-01 07:25:00,20.993377776859358,21.40063824114842,18.441962105308363,1.0,0.799634595095677,0.29475447110482034,2.107460368778994,15.0,6.416158746740011,0.49999862920130406,0.4999564903310853
train,2018-08-01 07:30:00,20.99222972805152,21.393345444281216,18.452909974878246,1.0,0.7996891657354367,0.29477136225611084,2.107576269519026,15.0,6.763877242492414,0.5,0.4999664846441461
train,2018-08-01 07:35:00,20.99123018784219,21.386231810856177,18.46445718471786,1.0,0.7997425639939648,0.29478719488120547,2.107534701356409,15.0,7.088445074003678,0.5,0.4999766526559989
train,2018-08-01 07:40:00,20.990323539091555,21.377784825174682,18.47485943348016,1.0,0.7997942538945897,0.2948017693753867,2.1073401956211115,15.0,7.383242986835553,0.5,0.49998704715300846
train,2018-08-01 07:45:00,20.989449739259395,21.366850501829692,18.484037325376846,1.0,0.7998447723284468,0.2948152278022234,2.1070036037744035,15.0,7.648459676720407,0.5,0.49999790891664875
train,2018-08-01 07:50:00,20.988568548400107,21.35330081380522,18.492494439311603,1.0,0.7998951493821562,0.2948278514005247,2.1065360285324415,15.0,7.887026165983011,0.5,0.5
train,2018-08-01 07:55:00,20.9876588188357,21.337391038457902,18.50081681108209,1.0,0.799946590382156,0.2948399553457042,2.105946880070949,15.0,8.102445059345213,0.5,0.5
train,2018-08-01 08:00:00,20.986711429755516,21.31948991770209,18.509496628881678,1.0,0.8,0.2948518470185521,2.1052438171227865,15.0,8.297911664951208,0.5,0.5
train,2018-08-01 08:05:00,20.985725265083047,21.300086298967877,18.518895923698757,1.0,0.8,0.29486381412372775,2.104433268012914,15.0,8.47604317698399,0.5,0.5
train,2018-08-01 08:10:00,20.984706013448125,21.279311707023826,18.52926340975843,1.0,0.8,0.29487612325386986,2.1035208799227565,15.0,8.638877087067259,0.5,0.5
train,2018-08-01 08:15:00,20.98366076252708,21.257399011635684,18.540755442058604,1.0,0.8,0.2948890226509845,2.1025118254384307,15.0,8.78798588883016,0.5,0.5
train,2018-08-01 08:20:00,20.98261316058629,21.234812020427274,18.55348154768997,1.0,0.8,0.29490274665769506,2.1014105055966312,15.0,8.924655411033655,0.5,0.5
train,2018-08-01 08:25:00,20.98153489257789,21.211389575091626,18.56749548933051,1.0,0.8,0.2949175238596266,2.100222255345302,15.0,9.049797365980213,0.5,0.5
train,2018-08-01 08:30:00,20.98041237444243,21.187189204084426,18.58278751418786,1.0,0.8,0.294933566926741,2.0989537211991016,15.0,9.16384435337084,0.5,0.5
train,2018-08-01 08:35:00,20.979587145224333,21.163613048324788,18.599657950420735,1.0,0.8,0.29495109757432236,2.097594205928015,15.0,9.270121768398132,0.5,0.5
train,2018-08-01 08:40:00,20.9787315577266,21.140032172560062,18.618145136289314,1.0,0.8,0.2949703498555987,2.0961454181885757,15.0,9.369677392935728,0.5,0.5
train,2018-08-01 08:45:00,20.977819453561153,21.11651913503659,18.638194473342523,1.0,0.8,0.2949915341645021,2.0946116016156804,15.0,9.462856697206142,0.5,0.5
train,2018-08-01 08:50:00,20.976854537043337,21.093064053817912,18.659716492510707,1.0,0.8,0.29501483833492603,2.092998447217207,15.0,9.549600569485314,0.5,0.5
train,2018-08-01 08:55:00,20.975838044742616,21.069564036739727,18.682597911540718,1.0,0.8,0.29504042831096716,2.091313373095767,15.0,9.629472317660982,0.5,0.5
train,2018-08-01 09:00:00,20.974775903465428,21.045872768748694,18.706718516130607,1.0,0.8,0.29506844789703385,2.0895653132693126,15.0,9.701760255465837,0.5,0.5
train,2018-08-01 09:05:00,20.973674080685665,21.021734800218393,18.73195909394182,1.0,0.8,0.29509901695239366,2.087764700342843,15.0,9.765524279484405,0.5,0.5
train,2018-08-01 09:10:00,20.972538073798656,20.9970171817733,18.758207798959038,1.0,0.8,0.2951322295542444,2.0859235314378455,15.0,9.819622414158044,0.5,0.5
train,2018-08-01 09:15:00,20.971371089669187,20.97148318262451,18.78536168800334,1.0,0.8,0.2951681515642439,2.084055716825192,15.0,9.862689850315745,0.5,0.5
train,2018-08-01 09:20:00,20.97026045877327,20.945056431210627,18.813388900684153,1.0,0.8,0.2952074171152081,2.0821455938796234,15.0,9.894073733467723,0.5,0.5
train,2018-08-01 09:25:00,20.96959580943993,20.918182002972802,18.84242261374368,1.0,0.8,0.2952530994467769,2.0800592684581534,15.0,9.915780550866312,0.5,0.5
