candidate_index,segment,timestamp,t_in_c,t_iw_c,t_ow_c,r_in_iw,r_iw_ow,r_ow_oa,r_in_oa,c_in,c_w,alpha_ghi_outer_wall,alpha_ghi_inner_wall
11,train,2018-08-12 16:15:00,0.0012347080304509189,0.001578884345445551,0.0016663575281463865,8.780435373459041e-05,0.00021976838140461548,0.0009949136089938775,0.001458806431149334,0.26624632837103956,0.23741151296888796,0.016825896673100794,0.015649015883218733
11,train,2018-08-12 16:20:00,0.0012341803365236682,0.0015778396600244176,0.0016700609470753842,8.779543905456634e-05,0.00021976100130091132,0.0009948623699481416,0.001458799764378165,0.26624621035565005,0.2373766096886201,0.016824254098395344,0.015649014582064937
11,train,2018-08-12 16:25:00,0.0012335853101538756,0.0015763916399178031,0.0016746828831978803,8.778588305297436e-05,0.0002197550830630975,0.000994811763201021,0.001458792064323357,0.26624613374535355,0.23734182494043451,0.01682261133686463,0.01564901210064481
11,train,2018-08-12 16:30:00,0.0012329573511677017,0.0015746967832722572,0.0016800466790339603,8.777564685002869e-05,0.0002197505686648003,0.0009947621625172555,0.0014587832025010794,0.266246096652822,0.23730714187844545,0.016820971406843813,0.015649008176746797
11,train,2018-08-12 16:35:00,0.0012323903131644138,0.001572886098272442,0.001686357210946091,8.776455158523922e-05,0.00021974739983143403,0.0009947141928548023,0.0014587728213371683,0.26624609078107,0.2372724110984163,0.016819336894223595,0.015649002372191242
11,train,2018-08-12 16:40:00,0.0012318244363790196,0.0015708592507555185,0.0016934154794475945,8.775254738127705e-05,0.0002197453954056386,0.0009946682737444089,0.0014587607530884299,0.2662460871781985,0.23723759363740446,0.01681770847432553,0.015648994274714036
11,train,2018-08-12 16:45:00,0.0012312099042189508,0.0015686100450634669,0.0017008588925449242,8.773974756842318e-05,0.0002197442647677157,0.0009946243869343597,0.0014587470959918603,0.26624605024174564,0.23720279322335938,0.016816086644272425,0.015648983613437015
11,train,2018-08-12 16:50:00,0.001230576176073584,0.0015661574028980236,0.0017088158982773145,8.772622271016135e-05,0.00021974374710797523,0.0009945826230920497,0.0014587319061017143,0.2662459436829914,0.2371680543170224,0.016814472788501296,0.015648970103808904
11,train,2018-08-12 16:55:00,0.001229908232283996,0.0015635051655275955,0.0017172183543438984,8.771208570950314e-05,0.0002197435940629522,0.0009945429057389367,0.0014587153048654196,0.2662457397988634,0.23713349124173824,0.016812868699781124,0.015648953562168846
11,train,2018-08-12 17:00:00,0.001229202769477083,0.0015607121023819561,0.0017259206375747505,8.769747276000456e-05,0.00021974358697380097,0.000994505087816221,0.0014586974659447562,0.26624542235825743,0.23709922493279495,0.016811276232822813,0.01564893385780041
11,train,2018-08-12 17:05:00,0.0012284988182668345,0.0015578542531306376,0.0017349971741866057,8.768245553420041e-05,0.00021974354446121982,0.0009944690711782703,0.001458678449045365,0.2662449799641436,0.23706532855112022,0.01680969778773136,0.015648910780876872
11,train,2018-08-12 17:10:00,0.0012277919069806304,0.001554910365276566,0.0017444393499691105,8.766710449930596e-05,0.00021974331114552495,0.0009944348331449345,0.0014586583337619866,0.2662443989478083,0.23703184768397584,0.016808135338404688,0.015648884122295006
11,train,2018-08-12 17:15:00,0.001227064914228671,0.001551844943649959,0.0017542087693648237,8.765152258209606e-05,0.0002197427594990056,0.0009944023178653791,0.0014586372740712644,0.266243672283966,0.2369988468829557,0.016806590414681206,0.015648853708889805
11,train,2018-08-12 17:20:00,0.001226298457314208,0.0015485937144742667,0.0017643240180285646,8.763583865135948e-05,0.00021974178780353174,0.0009943715175855985,0.001458615505510274,0.26624279054861627,0.23696638936142062,0.01680506389503752,0.015648819405749022
