timestamp,t_in_measured_c,t_in_pred_n_step_12_c
2018-08-02 11:35:00,23.4194827000648,22.794639326207573
2018-08-02 11:40:00,23.486311305824497,22.887268912517584
2018-08-02 11:45:00,23.554078084525194,22.98003561141769
2018-08-02 11:50:00,23.62290177718945,23.052510000667898
2018-08-02 11:55:00,23.692561407306524,23.113726077954876
2018-08-02 12:00:00,23.762578221543325,23.171768665567605
2018-08-02 12:05:00,23.831234801986547,23.228203941072337
2018-08-02 12:10:00,23.89943450090011,23.285557764993825
2018-08-02 12:15:00,23.968171298518257,23.34472232478805
2018-08-02 12:20:00,23.99993898407449,23.405835474400924
2018-08-02 12:25:00,23.999999844751745,23.465761831540693
2018-08-02 12:30:00,23.9999999996698,23.52624502883984
2018-08-02 12:35:00,23.99999999999913,23.588855099877204
2018-08-02 12:40:00,24.0,23.65199379525047
2018-08-02 12:45:00,24.000000000000004,23.715950454844002
2018-08-02 12:50:00,24.000000000000004,23.780837661109754
2018-08-02 12:55:00,24.0,23.846442524483667
2018-08-02 13:00:00,24.0,23.912352944777254
2018-08-02 13:05:00,24.0,23.97704733822748
2018-08-02 13:10:00,24.000000000000004,24.040323877961114
2018-08-02 13:15:00,24.0,24.10298491744546
2018-08-02 13:20:00,24.0,24.13154216951089
2018-08-02 13:25:00,24.0,24.133330308300632
2018-08-02 13:30:00,24.0,24.134818263473758
2018-08-02 13:35:00,24.0,24.134661785243217
2018-08-02 13:40:00,24.000000000000004,24.134084093823862
2018-08-02 13:45:00,24.0,24.13272248897942
2018-08-02 13:50:00,24.0,24.13058991637977
2018-08-02 13:55:00,24.0,24.127657499261733
2018-08-02 14:00:00,24.0,24.123941014502336
2018-08-02 14:05:00,24.0,24.11945056663156
2018-08-02 14:10:00,24.0,24.115583919784232
2018-08-02 14:15:00,24.0,24.112325162368112
2018-08-02 14:20:00,24.0,24.109651628993756
2018-08-02 14:25:00,24.0,24.1075504384233
2018-08-02 14:30:00,24.0,24.106038211969715
2018-08-02 14:35:00,24.0,24.105120669573953
2018-08-02 14:40:00,24.000000000000004,24.104680247342756
2018-08-02 14:45:00,24.0,24.104727123666674
2018-08-02 14:50:00,24.000000000659195,24.105292816266658
2018-08-02 14:55:00,24.00000000074765,24.106351527231546
2018-08-02 15:00:00,23.999920168619408,24.10790719068839
2018-08-02 15:05:00,23.999999373049143,24.109954439222555
2018-08-02 15:10:00,23.99999999504209,24.112003770267552
2018-08-02 15:15:00,23.99999999996045,24.11397923332166
2018-08-02 15:20:00,23.99999999999969,24.11585175736936
2018-08-02 15:25:00,24.000000000000004,24.11763660967981
2018-08-02 15:30:00,24.000000000000004,24.119310902813485
2018-08-02 15:35:00,24.0,24.120852588312502
2018-08-02 15:40:00,24.000000000000004,24.12239785774786
2018-08-02 15:45:00,24.000000000000004,24.123904204634805
2018-08-02 15:50:00,24.0,24.125316789569435
2018-08-02 15:55:00,24.0,24.126692552934223
2018-08-02 16:00:00,24.0,24.127930983501148
2018-08-02 16:05:00,24.000000000000004,24.12922641166992
2018-08-02 16:10:00,24.000000000000004,24.130186834080046
2018-08-02 16:15:00,24.0,24.13093894269432
2018-08-02 16:20:00,24.0,24.131487933255006
2018-08-02 16:25:00,24.000000000000004,24.131812965418074
2018-08-02 16:30:00,23.999999999045738,24.131926605548458
2018-08-02 16:35:00,23.99999999958884,24.131839596704232
2018-08-02 16:40:00,23.99999999862962,24.13155350767472
2018-08-02 16:45:00,24.00000000081402,24.131115345767288
2018-08-02 16:50:00,23.999999999213312,24.13055701729928
2018-08-02 16:55:00,24.000000001371017,24.129870932630876
2018-08-02 17:00:00,24.00000000005724,24.129075946788454
2018-08-02 17:05:00,23.99999999857,24.12822690044157
2018-08-02 17:10:00,23.999999999263963,24.12703242824484
2018-08-02 17:15:00,24.000000000253944,24.12552067589331
2018-08-02 17:20:00,23.9999999982565,24.123723639532777
2018-08-02 17:25:00,23.99999999998564,24.121699879526933
2018-08-02 17:30:00,23.999999999999886,24.11944353051747
2018-08-02 17:35:00,24.0,24.1169620311884
2018-08-02 17:40:00,24.0,24.114169300633606
2018-08-02 17:45:00,24.000000000000004,24.11103722979998
2018-08-02 17:50:00,24.0,24.107562334216993
2018-08-02 17:55:00,24.0,24.10374167102646
2018-08-02 18:00:00,24.0,24.099554942635937
2018-08-02 18:05:00,24.0,24.094989800071385
2018-08-02 18:10:00,24.0,24.091090074691497
2018-08-02 18:15:00,24.000000000000004,24.087371570788086
2018-08-02 18:20:00,24.0,24.083803670969015
2018-08-02 18:25:00,24.0,24.08031229555429
2018-08-02 18:30:00,24.000000000000004,24.07692198774909
2018-08-02 18:35:00,24.0,24.07363024687226
2018-08-02 18:40:00,24.0,24.070505984922807
2018-08-02 18:45:00,24.0,24.06758120328955
2018-08-02 18:50:00,24.000000000000004,24.064885573675582
2018-08-02 18:55:00,24.0,24.062407073174292
2018-08-02 19:00:00,24.0,24.060166828469224
2018-08-02 19:05:00,24.000000000000004,24.058357910308715
2018-08-02 19:10:00,24.0,24.056451145936077
2018-08-02 19:15:00,24.000000000000004,24.054990652926026
2018-08-02 19:20:00,24.0,24.05395701243128
2018-08-02 19:25:00,24.000000000000004,24.05335890163426
2018-08-02 19:30:00,24.0,24.05317505044608
2018-08-02 19:35:00,24.0,24.053400800811023
2018-08-02 19:40:00,24.000000000000004,24.05409763633822
2018-08-02 19:45:00,24.0,24.055198471460024
2018-08-02 19:50:00,24.000000000000004,24.056645616299793
2018-08-02 19:55:00,24.0,24.058480002211446
2018-08-02 20:00:00,24.0,24.06067234336301
2018-08-02 20:05:00,24.0,24.063005985802675
2018-08-02 20:10:00,24.000000000000004,24.06550325258415
2018-08-02 20:15:00,24.0,24.068016646491234
2018-08-02 20:20:00,24.0,24.070542911889323
2018-08-02 20:25:00,24.0,24.07311767762021
2018-08-02 20:30:00,24.000000000000004,24.07572179177925
2018-08-02 20:35:00,24.000000000000004,24.07833530996696
2018-08-02 20:40:00,24.0,24.080888232152905
2018-08-02 20:45:00,24.0,24.0834029047358
2018-08-02 20:50:00,24.0,24.08588430077877
2018-08-02 20:55:00,24.000000000000004,24.088247246484578
2018-08-02 21:00:00,24.0,24.09051733237247
2018-08-02 21:05:00,24.06681911065231,24.092720996304585
2018-08-02 21:10:00,24.169324821217632,24.0994612592697
2018-08-02 21:15:00,24.275534452341216,24.10548269420535
2018-08-02 21:20:00,24.37169266704626,24.110818122406293
2018-08-02 21:25:00,24.4558175554846,24.11544992417109
2018-08-02 21:30:00,24.52997123304985,24.119402779051622
2018-08-02 21:35:00,24.59362982560672,24.122699897597915
2018-08-02 21:40:00,24.64928658910666,24.12516540363274
2018-08-02 21:45:00,24.69907939539268,24.12700061275042
2018-08-02 21:50:00,24.7425054250089,24.128217658081997
2018-08-02 21:55:00,24.780508920585124,24.12877684350127
2018-08-02 22:00:00,24.813939009250536,24.12876769077432
2018-08-02 22:05:00,24.84187792995203,24.18790509228918
2018-08-02 22:10:00,24.86525623038944,24.27452283968919
2018-08-02 22:15:00,24.885006895949857,24.36485430766456
2018-08-02 22:20:00,24.90091741324003,24.446599314922274
2018-08-02 22:25:00,24.913531216662896,24.517932859259325
2018-08-02 22:30:00,24.92341393748859,24.580742224417868
2018-08-02 22:35:00,24.930927966681605,24.634555146269022
2018-08-02 22:40:00,24.93629882297611,24.681766943761126
2018-08-02 22:45:00,24.939711640450767,24.724114492775776
2018-08-02 22:50:00,24.941338037227183,24.761145134526533
2018-08-02 22:55:00,24.94127818701694,24.793786130638036
2018-08-02 23:00:00,24.93963033368893,24.822707406722003
2018-08-02 23:05:00,24.92096398903751,24.847086117129145
2018-08-02 23:10:00,24.89205143768653,24.86725548970838
2018-08-02 23:15:00,24.86022242481943,24.883952841345128
2018-08-02 23:20:00,24.82886127823721,24.89699112044097
2018-08-02 23:25:00,24.79871483964661,24.90690234312095
2018-08-02 23:30:00,24.769655104441544,24.91415134397977
2018-08-02 23:35:00,24.741250794085698,24.919064560130742
2018-08-02 23:40:00,24.713194899763025,24.921845915234165
2018-08-02 23:45:00,24.685336427350663,24.92266306507725
2018-08-02 23:50:00,24.65760631979565,24.921671425913043
2018-08-02 23:55:00,24.629961684506256,24.918962410749412
2018-08-03 00:00:00,24.602363084781945,24.91462557022193
