Date/Time,ELECTRICITY:TOTAL [J](RunPeriod),ELECTRICITY:NET [J](RunPeriod),water heater energy adjustment1:InteriorEquipment:Electricity:Zone:CONDITIONED SPACE [J](RunPeriod),water heater energy adjustment1:InteriorEquipment:Electricity:Zone:CONDITIONED SPACE [J](Hourly),interior lighting:InteriorLights:Electricity [J](RunPeriod),interior lighting:InteriorLights:Electricity [J](Hourly),exterior lighting:ExteriorLights:Electricity [J](RunPeriod),exterior lighting:ExteriorLights:Electricity [J](Hourly),mech vent:InteriorEquipment:Electricity:Zone:CONDITIONED SPACE [J](RunPeriod),mech vent:InteriorEquipment:Electricity:Zone:CONDITIONED SPACE [J](Hourly),whole house fan:InteriorEquipment:Electricity:Zone:CONDITIONED SPACE [J](RunPeriod),whole house fan:InteriorEquipment:Electricity:Zone:CONDITIONED SPACE [J](Hourly),fridge:InteriorEquipment:Electricity:Zone:CONDITIONED SPACE [J](RunPeriod),fridge:InteriorEquipment:Electricity:Zone:CONDITIONED SPACE [J](Hourly),clothes washer:InteriorEquipment:Electricity:Zone:CONDITIONED SPACE [J](RunPeriod),clothes washer:InteriorEquipment:Electricity:Zone:CONDITIONED SPACE [J](Hourly),clothes dryer:InteriorEquipment:Electricity:Zone:CONDITIONED SPACE [J](RunPeriod),clothes dryer:InteriorEquipment:Electricity:Zone:CONDITIONED SPACE [J](Hourly),cooking range:InteriorEquipment:Electricity:Zone:CONDITIONED SPACE [J](RunPeriod),cooking range:InteriorEquipment:Electricity:Zone:CONDITIONED SPACE [J](Hourly),ceiling fan:InteriorEquipment:Electricity:Zone:CONDITIONED SPACE [J](RunPeriod),ceiling fan:InteriorEquipment:Electricity:Zone:CONDITIONED SPACE [J](Hourly),misc tv:InteriorEquipment:Electricity:Zone:CONDITIONED SPACE [J](RunPeriod),misc tv:InteriorEquipment:Electricity:Zone:CONDITIONED SPACE [J](Hourly),misc plug loads:InteriorEquipment:Electricity:Zone:CONDITIONED SPACE [J](RunPeriod),misc plug loads:InteriorEquipment:Electricity:Zone:CONDITIONED SPACE [J](Hourly),ELECTRICITY:TOTAL [J](Monthly)
 08/02  01:00:00,,,,3.0,,125778.74237595669,,51831.951780821975,,0.0,,0.0,,658446.6279155967,,0.0,,0.0,,0.0,,28262.363297301097,,46364.67742160767,,1302249.0277753826
 08/02  02:00:00,,,,0.0,,125778.74237595669,,51831.951780821975,,0.0,,0.0,,514111.72424488934,,0.0,,0.0,,0.0,,28262.363297301097,,46364.67742160767,,1302249.0277753826
 08/02  03:00:00,,,,0.0,,125778.74237595669,,49030.22465753428,,0.0,,0.0,,482670.4931683921,,0.0,,0.0,,0.0,,28262.363297301097,,46364.67742160767,,1302249.0277753826
 08/02  04:00:00,,,,0.0,,125778.74237595669,,49030.22465753428,,0.0,,0.0,,399521.18008848873,,0.0,,0.0,,0.0,,28262.363297301097,,46364.67742160767,,1302249.0277753826
 08/02  05:00:00,,,,0.0,,125778.74237595669,,54633.67890410966,,108000.0,,0.0,,316947.34749631584,,0.0,,0.0,,0.0,,28262.363297301097,,46364.67742160767,,1302249.0277753826
 08/02  06:00:00,,,,0.0,,705758.4988873125,,61637.99671232877,,0.0,,0.0,,255431.87640314037,,0.0,,0.0,,607065.1541917307,,41218.74362124197,,178678.96912006353,,1208403.6796883666
 08/02  07:00:00,,,,0.0,,868381.519332994,,57435.40602739732,,0.0,,0.0,,323828.91506525315,,0.0,,0.0,,3640570.639830468,,28262.363297301097,,240790.14076033034,,1236789.0010233282
 08/02  08:00:00,,,,0.0,,684795.3751579863,,43426.77041095893,,0.0,,0.0,,410764.7639807913,,0.0,,0.0,,121048.97377436308,,28262.363297301097,,238603.12767440543,,1265174.3223582897
 08/02  09:00:00,,,,0.0,,660656.0205605808,,35021.589041095904,,0.0,,0.0,,467585.0555723591,,0.0,,0.0,,0.0,,28262.363297301097,,273085.0339958212,,1265174.3223582897
 08/02  10:00:00,,,,0.0,,639057.6506576384,,33620.725479452,,0.0,,0.0,,332171.97576418944,,0.0,,0.0,,1517207.8141493476,,28262.363297301097,,302682.61109200475,,1265174.3223582897
 08/02  11:00:00,,,,0.0,,614283.0498866168,,33620.725479452,,0.0,,0.0,,301604.2963667106,,0.0,,0.0,,2851476.953647214,,28262.363297301097,,328051.96288873337,,1265174.3223582897
 08/02  12:00:00,,,,0.0,,600307.634067066,,35021.589041095904,,0.0,,0.0,,322118.7853562616,,0.0,,0.0,,0.0,,28262.363297301097,,355025.12428180705,,1265174.3223582897
 08/02  13:00:00,,,,0.0,,380512.4579959497,,39224.17972602736,,0.0,,0.0,,371844.89414684725,,0.0,,0.0,,0.0,,28262.363297301097,,231094.38274606335,,1281973.7982504098
 08/02  14:00:00,,,,0.0,,499303.492462131,,42025.90684931504,,0.0,,0.0,,351964.39348417183,,0.0,,0.0,,0.0,,28262.363297301097,,350067.89462037734,,1292401.059148967
 08/02  15:00:00,,,,0.0,,841065.9338675083,,49030.22465753428,,0.0,,0.0,,414561.97228429315,,0.0,,0.0,,1517207.8141493476,,28262.363297301097,,712966.2660115142,,1342220.194553185
 08/02  16:00:00,,,,0.0,,761660.1621655155,,61637.99671232877,,0.0,,0.0,,458520.77183531644,,0.0,,0.0,,182028.53199152343,,28262.363297301097,,751603.497196187,,1406521.6367609554
 08/02  17:00:00,,,,0.0,,679078.1595954429,,78448.35945205485,,0.0,,0.0,,365487.53320434137,,0.0,,0.0,,0.0,,37425.81363003649,,771286.6149695112,,1431431.2044630651
 08/02  18:00:00,,,,0.0,,811209.363707559,,89655.26794520544,,0.0,,0.0,,415885.89116036287,,0.0,,0.0,,0.0,,51909.43567609995,,1051953.294329872,,1434906.958095917
 08/02  19:00:00,,,,0.0,,1025287.3242161319,,95258.72219178076,,108000.0,,0.0,,570469.7639176444,,0.0,,0.0,,0.0,,54175.12394518288,,1381463.2659425554,,1406521.6367609554
 08/02  20:00:00,,,,0.0,,997971.7387506461,,98060.44931506849,,0.0,,0.0,,539127.4703178547,,0.0,,0.0,,0.0,,48771.037851518406,,1221082.3063080632,,1349750.9940910325
 08/02  21:00:00,,,,0.0,,251557.4847519134,,91056.13150684933,,0.0,,0.0,,486196.0705157692,,0.0,,0.0,,0.0,,31501.458378286323,,176491.95603413854,,1295876.8127818196
 08/02  22:00:00,,,,0.0,,453565.7679617832,,78448.35945205485,,0.0,,0.0,,401206.43185825564,,0.0,,0.0,,0.0,,41218.74362124198,,365887.289275234,,1250692.0155547378
 08/02  23:00:00,,,,0.0,,139881.20743023063,,65840.58739726021,,0.0,,0.0,,309192.6157154927,,0.0,,0.0,,0.0,,29336.467365607077,,60944.76466110694,,1296456.1050539617
 08/02  24:00:00,245852921.29044417,245852921.29044417,3.0,0.0,12369005.295710742,125778.74237595669,1400863.5616438377,56034.542465753424,216000.0,0.0,0.0,0.0,9733100.162841395,263439.3129786608,0.0,0.0,0.0,0.0,10436605.881733987,0.0,787754.6368460297,28262.363297301097,9269946.56643744,46364.67742160767,31373310.874670446,1302249.0277753826,245852921.29044417
